district,week_start,battles,explosions,strategic_dev,viol_civ
Kismaayo,2018-10-29,1.0,1.0,1.0,0.0
Kismaayo,2018-11-05,1.0,0.0,0.0,2.0
Kismaayo,2018-11-12,0.0,0.0,0.0,1.0
Kismaayo,2018-11-19,2.0,1.0,0.0,0.0
Kismaayo,2018-12-03,0.0,0.0,0.0,2.0
Kismaayo,2018-12-17,0.0,1.0,0.0,1.0
Kismaayo,2018-12-24,2.0,0.0,0.0,0.0
Kismaayo,2018-12-31,2.0,0.0,0.0,0.0
Kismaayo,2019-01-07,0.0,2.0,0.0,0.0
Kismaayo,2019-01-14,1.0,1.0,0.0,1.0
Kismaayo,2019-02-04,0.0,1.0,0.0,0.0
Kismaayo,2019-02-11,1.0,1.0,0.0,0.0
Kismaayo,2019-02-18,0.0,1.0,0.0,1.0
Kismaayo,2019-02-25,1.0,0.0,0.0,1.0
Kismaayo,2019-03-04,2.0,2.0,0.0,0.0
Kismaayo,2019-03-25,2.0,1.0,0.0,1.0
Kismaayo,2019-04-08,0.0,1.0,0.0,0.0
Kismaayo,2019-04-15,0.0,1.0,0.0,0.0
Kismaayo,2019-04-22,1.0,1.0,0.0,0.0
Kismaayo,2019-04-29,0.0,2.0,0.0,0.0
Kismaayo,2019-05-06,3.0,1.0,0.0,0.0
Kismaayo,2019-05-20,0.0,2.0,0.0,0.0
Kismaayo,2019-05-27,1.0,0.0,0.0,0.0
Kismaayo,2019-06-17,1.0,0.0,0.0,2.0
Kismaayo,2019-06-24,1.0,0.0,0.0,0.0
Kismaayo,2019-07-08,4.0,0.0,0.0,2.0
Kismaayo,2019-07-22,0.0,2.0,0.0,0.0
Kismaayo,2019-07-29,1.0,0.0,0.0,0.0
Kismaayo,2019-08-05,1.0,0.0,0.0,0.0
Kismaayo,2019-08-12,1.0,1.0,0.0,0.0
Kismaayo,2019-08-19,0.0,6.0,0.0,0.0
Kismaayo,2019-08-26,0.0,1.0,0.0,1.0
Kismaayo,2019-09-09,0.0,0.0,0.0,1.0
Kismaayo,2019-09-16,1.0,1.0,0.0,0.0
Kismaayo,2019-09-23,2.0,2.0,0.0,0.0
Kismaayo,2019-09-30,0.0,1.0,1.0,0.0
Kismaayo,2019-10-07,2.0,1.0,0.0,1.0
Kismaayo,2019-10-14,0.0,0.0,0.0,1.0
Kismaayo,2019-10-28,0.0,1.0,0.0,1.0
Kismaayo,2019-11-04,0.0,1.0,0.0,0.0
Kismaayo,2019-11-11,0.0,0.0,0.0,3.0
Kismaayo,2019-11-18,0.0,2.0,1.0,0.0
Kismaayo,2019-11-25,2.0,0.0,0.0,0.0
Kismaayo,2019-12-02,3.0,0.0,0.0,0.0
Kismaayo,2019-12-09,0.0,0.0,0.0,1.0
Kismaayo,2019-12-16,4.0,2.0,0.0,0.0
Kismaayo,2019-12-23,3.0,1.0,0.0,0.0
Kismaayo,2019-12-30,0.0,2.0,0.0,0.0
Kismaayo,2020-01-06,3.0,1.0,0.0,0.0
Kismaayo,2020-01-20,1.0,0.0,0.0,0.0
Kismaayo,2020-01-27,3.0,0.0,0.0,0.0
Kismaayo,2020-02-03,3.0,1.0,0.0,0.0
Kismaayo,2020-02-10,2.0,1.0,0.0,2.0
Kismaayo,2020-02-17,0.0,1.0,1.0,0.0
Kismaayo,2020-03-02,0.0,1.0,0.0,0.0
Kismaayo,2020-03-09,2.0,0.0,0.0,2.0
Kismaayo,2020-03-16,1.0,0.0,0.0,0.0
Kismaayo,2020-03-23,2.0,0.0,2.0,0.0
Kismaayo,2020-03-30,4.0,0.0,0.0,1.0
Kismaayo,2020-04-06,2.0,0.0,0.0,0.0
Kismaayo,2020-04-13,0.0,0.0,0.0,1.0
Kismaayo,2020-05-04,1.0,0.0,0.0,0.0
Kismaayo,2020-05-11,1.0,0.0,0.0,0.0
Kismaayo,2020-05-18,0.0,0.0,0.0,1.0
Kismaayo,2020-05-25,1.0,0.0,0.0,0.0
Kismaayo,2020-06-08,0.0,1.0,0.0,0.0
Kismaayo,2020-06-15,1.0,0.0,1.0,0.0
Kismaayo,2020-06-29,2.0,1.0,0.0,0.0
Kismaayo,2020-07-06,0.0,2.0,0.0,0.0
Kismaayo,2020-07-13,2.0,4.0,0.0,0.0
Kismaayo,2020-07-20,2.0,2.0,0.0,0.0
Kismaayo,2020-07-27,1.0,0.0,0.0,0.0
Kismaayo,2020-08-03,1.0,0.0,1.0,1.0
Kismaayo,2020-08-10,6.0,1.0,0.0,1.0
Kismaayo,2020-08-17,2.0,1.0,0.0,0.0
Kismaayo,2020-08-31,0.0,1.0,0.0,0.0
Kismaayo,2020-09-07,1.0,2.0,0.0,0.0
Kismaayo,2020-09-14,0.0,0.0,0.0,1.0
Kismaayo,2020-09-21,2.0,1.0,0.0,0.0
Kismaayo,2020-09-28,1.0,2.0,0.0,0.0
Kismaayo,2020-10-05,2.0,2.0,0.0,0.0
Kismaayo,2020-10-12,2.0,0.0,0.0,0.0
Kismaayo,2020-10-19,2.0,0.0,1.0,0.0
Kismaayo,2020-10-26,2.0,0.0,0.0,1.0
Kismaayo,2020-11-02,2.0,0.0,0.0,0.0
Kismaayo,2020-11-09,0.0,2.0,0.0,0.0
Kismaayo,2020-11-16,2.0,0.0,0.0,1.0
Kismaayo,2020-11-23,2.0,0.0,0.0,2.0
Kismaayo,2020-11-30,3.0,1.0,0.0,3.0
Kismaayo,2020-12-07,1.0,1.0,0.0,0.0
Kismaayo,2020-12-14,2.0,0.0,0.0,0.0
Kismaayo,2020-12-21,4.0,0.0,1.0,1.0
Kismaayo,2020-12-28,0.0,1.0,0.0,0.0
Kismaayo,2021-01-04,4.0,0.0,0.0,0.0
Kismaayo,2021-01-11,3.0,1.0,0.0,0.0
Kismaayo,2021-01-18,2.0,2.0,0.0,1.0
Kismaayo,2021-01-25,1.0,0.0,0.0,0.0
Kismaayo,2021-02-01,1.0,1.0,0.0,0.0
Kismaayo,2021-02-08,3.0,1.0,0.0,1.0
Kismaayo,2021-02-15,0.0,1.0,0.0,0.0
Kismaayo,2021-02-22,3.0,0.0,0.0,0.0
Kismaayo,2021-03-01,4.0,0.0,0.0,0.0
Kismaayo,2021-03-08,3.0,0.0,0.0,0.0
Kismaayo,2021-03-15,1.0,0.0,0.0,0.0
Kismaayo,2021-03-22,3.0,0.0,0.0,0.0
Kismaayo,2021-03-29,5.0,0.0,0.0,0.0
Kismaayo,2021-04-05,1.0,1.0,0.0,0.0
Kismaayo,2021-04-12,3.0,0.0,0.0,0.0
Kismaayo,2021-04-26,1.0,0.0,0.0,0.0
Kismaayo,2021-05-03,2.0,0.0,0.0,0.0
Kismaayo,2021-05-17,2.0,0.0,1.0,0.0
Kismaayo,2021-05-24,3.0,0.0,0.0,0.0
Kismaayo,2021-05-31,2.0,1.0,0.0,0.0
Kismaayo,2021-06-07,3.0,0.0,0.0,0.0
Kismaayo,2021-06-14,3.0,0.0,0.0,0.0
Kismaayo,2021-06-21,2.0,0.0,0.0,0.0
Kismaayo,2021-06-28,1.0,0.0,0.0,0.0
Kismaayo,2021-07-05,3.0,2.0,0.0,0.0
Kismaayo,2021-07-12,3.0,1.0,0.0,0.0
Kismaayo,2021-07-26,2.0,2.0,0.0,0.0
Kismaayo,2021-08-02,2.0,0.0,0.0,0.0
Kismaayo,2021-08-09,2.0,1.0,1.0,1.0
Kismaayo,2021-08-23,0.0,1.0,0.0,0.0
Kismaayo,2021-08-30,0.0,0.0,0.0,1.0
Kismaayo,2021-09-06,2.0,2.0,0.0,0.0
Kismaayo,2021-09-13,1.0,0.0,0.0,1.0
Kismaayo,2021-09-20,0.0,1.0,0.0,1.0
Kismaayo,2021-09-27,1.0,1.0,0.0,0.0
Kismaayo,2021-10-04,2.0,1.0,0.0,0.0
Kismaayo,2021-10-11,0.0,1.0,0.0,0.0
Kismaayo,2021-10-18,4.0,0.0,0.0,0.0
Kismaayo,2021-10-25,2.0,0.0,0.0,0.0
Kismaayo,2021-11-01,1.0,0.0,0.0,0.0
Kismaayo,2021-11-08,2.0,0.0,0.0,0.0
Kismaayo,2021-11-15,0.0,1.0,0.0,0.0
Kismaayo,2021-11-22,2.0,1.0,0.0,0.0
Kismaayo,2021-11-29,1.0,2.0,0.0,0.0
Kismaayo,2021-12-06,6.0,0.0,0.0,1.0
Kismaayo,2021-12-13,0.0,1.0,0.0,0.0
Kismaayo,2021-12-20,5.0,1.0,0.0,3.0
Kismaayo,2021-12-27,2.0,0.0,0.0,0.0
Kismaayo,2022-01-03,1.0,0.0,0.0,0.0
Kismaayo,2022-01-10,6.0,0.0,0.0,0.0
Kismaayo,2022-01-17,1.0,0.0,0.0,0.0
Kismaayo,2022-01-24,2.0,0.0,0.0,0.0
Kismaayo,2022-01-31,5.0,1.0,0.0,0.0
Kismaayo,2022-02-07,2.0,0.0,0.0,0.0
Kismaayo,2022-02-14,1.0,0.0,0.0,0.0
Kismaayo,2022-02-21,0.0,2.0,0.0,0.0
Kismaayo,2022-02-28,4.0,1.0,0.0,0.0
Kismaayo,2022-03-14,6.0,2.0,0.0,0.0
Kismaayo,2022-03-21,3.0,0.0,0.0,0.0
Kismaayo,2022-03-28,1.0,0.0,0.0,0.0
Kismaayo,2022-04-04,1.0,0.0,0.0,0.0
Kismaayo,2022-04-11,2.0,2.0,0.0,0.0
Kismaayo,2022-04-18,2.0,0.0,1.0,0.0
Kismaayo,2022-05-02,0.0,0.0,0.0,1.0
Kismaayo,2022-05-09,4.0,1.0,0.0,0.0
Kismaayo,2022-05-16,0.0,0.0,0.0,1.0
Kismaayo,2022-05-23,1.0,0.0,0.0,0.0
Kismaayo,2022-05-30,5.0,1.0,0.0,0.0
Kismaayo,2022-06-06,2.0,0.0,0.0,0.0
Kismaayo,2022-06-13,0.0,1.0,0.0,1.0
Kismaayo,2022-06-20,1.0,0.0,0.0,0.0
Kismaayo,2022-06-27,1.0,0.0,0.0,0.0
Kismaayo,2022-07-11,2.0,1.0,0.0,0.0
Kismaayo,2022-07-18,0.0,2.0,0.0,0.0
Kismaayo,2022-07-25,2.0,2.0,0.0,0.0
Kismaayo,2022-08-01,1.0,0.0,0.0,1.0
Kismaayo,2022-08-08,2.0,5.0,0.0,0.0
Kismaayo,2022-08-15,3.0,3.0,1.0,0.0
Kismaayo,2022-08-22,3.0,1.0,0.0,1.0
Kismaayo,2022-08-29,1.0,3.0,0.0,0.0
Kismaayo,2022-09-05,6.0,0.0,0.0,0.0
Kismaayo,2022-09-12,5.0,2.0,0.0,0.0
Kismaayo,2022-09-19,0.0,3.0,0.0,0.0
Kismaayo,2022-10-03,1.0,0.0,0.0,0.0
Kismaayo,2022-10-10,1.0,2.0,0.0,0.0
Kismaayo,2022-10-17,3.0,1.0,2.0,0.0
Kismaayo,2022-10-24,2.0,0.0,0.0,0.0
Kismaayo,2022-10-31,1.0,0.0,0.0,0.0
Kismaayo,2022-11-07,4.0,1.0,0.0,1.0
Kismaayo,2022-11-14,1.0,0.0,0.0,1.0
Kismaayo,2022-11-21,1.0,1.0,0.0,1.0
Kismaayo,2022-11-28,2.0,0.0,0.0,0.0
Kismaayo,2022-12-05,6.0,1.0,0.0,0.0
Kismaayo,2022-12-12,1.0,0.0,0.0,0.0
Kismaayo,2022-12-19,1.0,0.0,0.0,0.0
Kismaayo,2022-12-26,3.0,1.0,0.0,0.0
Kismaayo,2023-01-02,3.0,0.0,0.0,0.0
Kismaayo,2023-01-09,4.0,0.0,0.0,1.0
Kismaayo,2023-01-16,3.0,0.0,0.0,0.0
Kismaayo,2023-01-23,1.0,2.0,0.0,1.0
Kismaayo,2023-01-30,0.0,1.0,1.0,0.0
Kismaayo,2023-02-06,2.0,0.0,0.0,0.0
Kismaayo,2023-02-13,3.0,0.0,0.0,0.0
Kismaayo,2023-02-20,0.0,3.0,0.0,0.0
Kismaayo,2023-02-27,1.0,0.0,0.0,0.0
Kismaayo,2023-03-06,4.0,4.0,1.0,0.0
Kismaayo,2023-03-13,1.0,3.0,0.0,0.0
Kismaayo,2023-03-20,2.0,0.0,0.0,0.0
Kismaayo,2023-03-27,1.0,1.0,0.0,0.0
Kismaayo,2023-04-10,3.0,1.0,0.0,0.0
Kismaayo,2023-04-24,4.0,0.0,0.0,0.0
Kismaayo,2023-05-01,1.0,0.0,0.0,0.0
Kismaayo,2023-05-08,1.0,1.0,0.0,0.0
Kismaayo,2023-05-29,3.0,0.0,0.0,0.0
Kismaayo,2023-06-05,4.0,0.0,0.0,0.0
Kismaayo,2023-06-19,1.0,0.0,0.0,0.0
Kismaayo,2023-07-03,0.0,1.0,0.0,0.0
Kismaayo,2023-07-10,2.0,0.0,0.0,0.0
Kismaayo,2023-07-17,2.0,0.0,0.0,0.0
Kismaayo,2023-07-24,3.0,0.0,1.0,0.0
Kurtunwaarey,2017-01-02,0.0,0.0,0.0,1.0
Kurtunwaarey,2017-01-23,0.0,0.0,1.0,0.0
Kurtunwaarey,2017-02-06,0.0,1.0,0.0,0.0
Kurtunwaarey,2017-04-03,0.0,1.0,0.0,1.0
Kurtunwaarey,2017-05-08,0.0,1.0,0.0,0.0
Kurtunwaarey,2017-05-22,0.0,0.0,0.0,1.0
Kurtunwaarey,2017-10-23,1.0,0.0,0.0,0.0
Kurtunwaarey,2017-10-30,0.0,0.0,3.0,0.0
Kurtunwaarey,2018-01-01,0.0,0.0,0.0,1.0
Kurtunwaarey,2018-02-12,1.0,0.0,1.0,0.0
Kurtunwaarey,2018-03-05,1.0,0.0,0.0,0.0
Kurtunwaarey,2018-03-12,1.0,0.0,0.0,0.0
Kurtunwaarey,2018-03-19,1.0,0.0,0.0,0.0
Kurtunwaarey,2019-02-25,1.0,0.0,0.0,0.0
Kurtunwaarey,2019-04-08,0.0,2.0,0.0,0.0
Kurtunwaarey,2019-07-01,0.0,0.0,0.0,1.0
Kurtunwaarey,2020-08-10,2.0,0.0,0.0,0.0
Kurtunwaarey,2020-08-17,0.0,1.0,0.0,0.0
Kurtunwaarey,2020-09-28,1.0,0.0,0.0,0.0
Kurtunwaarey,2020-12-21,0.0,0.0,0.0,1.0
Kurtunwaarey,2020-12-28,0.0,1.0,0.0,0.0
Kurtunwaarey,2021-03-22,1.0,0.0,0.0,0.0
Kurtunwaarey,2021-06-14,1.0,0.0,0.0,0.0
Kurtunwaarey,2021-10-25,0.0,0.0,0.0,1.0
Kurtunwaarey,2023-05-08,1.0,0.0,0.0,0.0
Kurtunwaarey,2023-05-22,1.0,0.0,0.0,0.0
Kurtunwaarey,2023-07-24,0.0,1.0,0.0,0.0
Laas Caanood,2017-01-16,0.0,0.0,0.0,1.0
Laas Caanood,2017-01-23,0.0,0.0,0.0,1.0
Laas Caanood,2017-01-30,0.0,0.0,0.0,2.0
Laas Caanood,2017-02-20,0.0,0.0,0.0,1.0
Laas Caanood,2017-02-27,2.0,0.0,0.0,0.0
Laas Caanood,2017-03-13,1.0,0.0,0.0,0.0
Laas Caanood,2017-03-20,0.0,0.0,0.0,1.0
Laas Caanood,2017-04-03,2.0,0.0,0.0,0.0
Laas Caanood,2017-05-08,0.0,0.0,0.0,1.0
Laas Caanood,2017-05-15,1.0,0.0,0.0,1.0
Laas Caanood,2017-05-29,1.0,0.0,0.0,0.0
Laas Caanood,2017-06-26,0.0,0.0,0.0,1.0
Laas Caanood,2017-07-17,0.0,3.0,0.0,0.0
Laas Caanood,2017-08-07,1.0,0.0,0.0,0.0
Laas Caanood,2017-08-14,2.0,0.0,0.0,0.0
Laas Caanood,2017-08-28,1.0,0.0,0.0,1.0
Laas Caanood,2017-09-25,0.0,0.0,0.0,1.0
Laas Caanood,2017-10-16,1.0,0.0,0.0,0.0
Laas Caanood,2017-11-06,1.0,0.0,0.0,0.0
Laas Caanood,2017-11-13,0.0,0.0,0.0,1.0
Laas Caanood,2017-12-18,1.0,0.0,0.0,0.0
Laas Caanood,2018-01-01,0.0,0.0,0.0,1.0
Laas Caanood,2018-01-08,1.0,1.0,1.0,0.0
Laas Caanood,2018-01-22,2.0,0.0,1.0,0.0
Laas Caanood,2018-02-05,0.0,1.0,0.0,0.0
Laas Caanood,2018-03-12,0.0,0.0,0.0,1.0
Laas Caanood,2018-03-26,1.0,0.0,0.0,0.0
Laas Caanood,2018-04-02,0.0,0.0,0.0,2.0
Laas Caanood,2018-04-09,0.0,0.0,0.0,2.0
Laas Caanood,2018-04-30,3.0,0.0,0.0,0.0
Laas Caanood,2018-05-07,0.0,0.0,0.0,1.0
Laas Caanood,2018-05-14,3.0,1.0,0.0,0.0
Laas Caanood,2018-05-21,2.0,1.0,2.0,0.0
Laas Caanood,2018-06-04,2.0,0.0,1.0,1.0
Laas Caanood,2018-06-11,0.0,1.0,0.0,1.0
Laas Caanood,2018-06-18,1.0,2.0,1.0,0.0
Laas Caanood,2018-06-25,5.0,1.0,0.0,0.0
Laas Caanood,2018-07-02,0.0,3.0,0.0,0.0
Laas Caanood,2018-07-09,2.0,1.0,0.0,0.0
Laas Caanood,2018-07-16,0.0,1.0,1.0,0.0
Laas Caanood,2018-07-30,0.0,1.0,0.0,1.0
Laas Caanood,2018-08-20,0.0,0.0,0.0,1.0
Laas Caanood,2018-08-27,0.0,1.0,0.0,1.0
Laas Caanood,2018-09-03,0.0,1.0,0.0,0.0
Laas Caanood,2018-09-17,0.0,1.0,0.0,0.0
Laas Caanood,2018-09-24,1.0,1.0,0.0,0.0
Laas Caanood,2018-10-01,0.0,0.0,0.0,1.0
Laas Caanood,2018-10-08,2.0,0.0,0.0,0.0
Laas Caanood,2018-11-05,0.0,1.0,1.0,0.0
Laas Caanood,2018-11-12,0.0,0.0,1.0,0.0
Laas Caanood,2018-11-19,1.0,0.0,0.0,0.0
Laas Caanood,2018-11-26,0.0,0.0,1.0,0.0
Laas Caanood,2018-12-03,1.0,0.0,0.0,1.0
Laas Caanood,2018-12-10,1.0,0.0,0.0,0.0
Laas Caanood,2018-12-17,0.0,0.0,1.0,0.0
Laas Caanood,2018-12-24,0.0,0.0,1.0,1.0
Laas Caanood,2018-12-31,2.0,0.0,0.0,0.0
Laas Caanood,2019-01-07,0.0,0.0,1.0,0.0
Laas Caanood,2019-01-28,1.0,0.0,0.0,1.0
Laas Caanood,2019-02-25,1.0,0.0,0.0,0.0
Laas Caanood,2019-03-04,2.0,0.0,0.0,0.0
Laas Caanood,2019-03-11,1.0,0.0,0.0,0.0
Laas Caanood,2019-04-01,1.0,0.0,0.0,0.0
Laas Caanood,2019-05-13,1.0,0.0,0.0,1.0
Laas Caanood,2019-05-20,0.0,1.0,0.0,0.0
Laas Caanood,2019-05-27,0.0,0.0,0.0,1.0
Laas Caanood,2019-06-10,2.0,0.0,0.0,0.0
Laas Caanood,2019-07-29,1.0,0.0,0.0,0.0
Laas Caanood,2019-08-05,1.0,0.0,0.0,0.0
Laas Caanood,2019-08-19,0.0,0.0,0.0,1.0
Laas Caanood,2019-10-28,0.0,1.0,0.0,0.0
Laas Caanood,2019-11-18,1.0,0.0,0.0,0.0
Laas Caanood,2019-12-02,1.0,0.0,0.0,0.0
Laas Caanood,2019-12-09,2.0,0.0,0.0,0.0
Laas Caanood,2020-01-20,1.0,0.0,1.0,0.0
Laas Caanood,2020-02-24,1.0,0.0,1.0,0.0
Laas Caanood,2020-03-02,1.0,2.0,0.0,0.0
Laas Caanood,2020-03-16,1.0,0.0,0.0,0.0
Laas Caanood,2020-04-20,0.0,0.0,0.0,1.0
Laas Caanood,2020-06-01,0.0,0.0,1.0,0.0
Laas Caanood,2020-06-22,0.0,0.0,1.0,0.0
Laas Caanood,2020-07-20,2.0,0.0,0.0,0.0
Laas Caanood,2020-08-17,1.0,0.0,0.0,0.0
Laas Caanood,2020-09-07,1.0,0.0,0.0,0.0
Laas Caanood,2020-10-12,0.0,0.0,1.0,0.0
Laas Caanood,2020-10-26,1.0,0.0,0.0,2.0
Laas Caanood,2020-11-02,1.0,0.0,0.0,1.0
Laas Caanood,2020-11-09,0.0,1.0,0.0,1.0
Laas Caanood,2020-11-16,0.0,0.0,0.0,1.0
Laas Caanood,2021-01-11,0.0,1.0,0.0,0.0
Laas Caanood,2021-02-01,0.0,0.0,0.0,2.0
Laas Caanood,2021-03-08,1.0,0.0,0.0,0.0
Laas Caanood,2021-03-22,1.0,0.0,0.0,0.0
Laas Caanood,2021-05-24,1.0,0.0,0.0,1.0
Laas Caanood,2021-07-12,0.0,0.0,0.0,1.0
Laas Caanood,2021-07-26,2.0,0.0,0.0,2.0
Laas Caanood,2021-08-23,1.0,0.0,0.0,0.0
Laas Caanood,2021-09-06,0.0,0.0,0.0,1.0
Laas Caanood,2021-10-18,0.0,0.0,0.0,1.0
Laas Caanood,2021-11-22,0.0,1.0,0.0,0.0
Laas Caanood,2021-11-29,2.0,0.0,0.0,0.0
Laas Caanood,2021-12-13,1.0,0.0,0.0,0.0
Laas Caanood,2021-12-20,1.0,0.0,0.0,0.0
Laas Caanood,2021-12-27,3.0,0.0,0.0,0.0
Laas Caanood,2022-01-31,0.0,0.0,0.0,1.0
Laas Caanood,2022-03-07,0.0,1.0,0.0,0.0
Laas Caanood,2022-04-18,0.0,0.0,0.0,1.0
Laas Caanood,2022-05-16,0.0,0.0,1.0,0.0
Laas Caanood,2022-05-23,1.0,0.0,0.0,0.0
Laas Caanood,2022-05-30,0.0,0.0,0.0,2.0
Laas Caanood,2022-06-20,0.0,0.0,0.0,1.0
Laas Caanood,2022-07-04,1.0,0.0,0.0,0.0
Laas Caanood,2022-08-15,0.0,0.0,0.0,1.0
Laas Caanood,2022-08-22,0.0,1.0,0.0,1.0
Laas Caanood,2022-08-29,1.0,0.0,0.0,0.0
Laas Caanood,2022-10-03,0.0,1.0,0.0,0.0
Laas Caanood,2022-10-31,0.0,0.0,1.0,1.0
Laas Caanood,2022-11-21,1.0,0.0,0.0,0.0
Laas Caanood,2022-12-12,1.0,0.0,0.0,0.0
Laas Caanood,2022-12-26,0.0,0.0,1.0,1.0
Laas Caanood,2023-01-02,4.0,0.0,2.0,0.0
Laas Caanood,2023-01-16,0.0,0.0,1.0,0.0
Laas Caanood,2023-01-23,0.0,0.0,1.0,0.0
Laas Caanood,2023-01-30,0.0,0.0,0.0,1.0
Laas Caanood,2023-02-06,6.0,1.0,1.0,0.0
Laas Caanood,2023-02-13,3.0,2.0,0.0,0.0
Laas Caanood,2023-02-20,9.0,0.0,2.0,1.0
Laas Caanood,2023-02-27,4.0,1.0,1.0,1.0
Laas Caanood,2023-03-06,1.0,1.0,2.0,1.0
Laas Caanood,2023-03-13,1.0,0.0,0.0,0.0
Laas Caanood,2023-03-20,1.0,0.0,0.0,0.0
Laas Caanood,2023-03-27,3.0,0.0,0.0,0.0
Laas Caanood,2023-04-03,3.0,0.0,0.0,0.0
Laas Caanood,2023-04-10,3.0,0.0,0.0,2.0
Laas Caanood,2023-04-17,2.0,0.0,0.0,0.0
Laas Caanood,2023-04-24,1.0,1.0,0.0,0.0
Laas Caanood,2023-05-01,1.0,0.0,2.0,0.0
Laas Caanood,2023-05-08,2.0,0.0,2.0,1.0
Laas Caanood,2023-05-15,3.0,1.0,0.0,0.0
Laas Caanood,2023-05-22,1.0,0.0,0.0,0.0
Laas Caanood,2023-05-29,0.0,2.0,2.0,0.0
Laas Caanood,2023-06-05,1.0,0.0,0.0,0.0
Laas Caanood,2023-06-12,1.0,0.0,0.0,0.0
Laas Caanood,2023-06-19,3.0,0.0,0.0,0.0
Laas Caanood,2023-06-26,1.0,1.0,2.0,0.0
Laas Caanood,2023-07-03,1.0,0.0,0.0,0.0
Laas Caanood,2023-07-17,1.0,0.0,0.0,1.0
Laasqoray,2017-01-09,1.0,0.0,0.0,0.0
Laasqoray,2017-04-10,0.0,0.0,0.0,1.0
Laasqoray,2017-06-12,0.0,1.0,0.0,0.0
Laasqoray,2017-10-09,0.0,0.0,1.0,0.0
Laasqoray,2018-09-17,1.0,0.0,0.0,0.0
Laasqoray,2018-10-29,0.0,0.0,1.0,0.0
Laasqoray,2018-12-03,0.0,0.0,1.0,0.0
Laasqoray,2019-05-27,0.0,0.0,1.0,0.0
Laasqoray,2019-11-25,2.0,0.0,0.0,0.0
Laasqoray,2020-02-24,1.0,0.0,0.0,1.0
Laasqoray,2020-03-09,1.0,0.0,0.0,0.0
Laasqoray,2020-06-22,1.0,0.0,1.0,0.0
Laasqoray,2020-12-07,1.0,0.0,0.0,0.0
Laasqoray,2021-03-15,1.0,0.0,0.0,0.0
Laasqoray,2022-09-05,0.0,1.0,0.0,0.0
Laasqoray,2022-10-31,0.0,0.0,0.0,1.0
Laasqoray,2023-01-16,1.0,0.0,2.0,1.0
Laasqoray,2023-01-30,0.0,2.0,2.0,0.0
Lughaye,2019-09-09,0.0,1.0,0.0,0.0
Lughaye,2019-11-11,1.0,0.0,0.0,0.0
Luuq,2017-01-02,1.0,0.0,0.0,0.0
Luuq,2017-02-06,0.0,1.0,0.0,0.0
Luuq,2017-03-06,0.0,1.0,0.0,0.0
Luuq,2017-03-27,0.0,0.0,0.0,1.0
Luuq,2017-05-08,1.0,0.0,0.0,1.0
Luuq,2017-05-22,1.0,0.0,0.0,0.0
Luuq,2017-06-05,0.0,1.0,0.0,0.0
Luuq,2017-07-10,0.0,0.0,0.0,1.0
Luuq,2017-07-24,0.0,1.0,0.0,0.0
Luuq,2017-08-07,1.0,0.0,0.0,0.0
Luuq,2017-09-11,0.0,0.0,0.0,1.0
Luuq,2017-09-25,0.0,0.0,0.0,1.0
Luuq,2018-02-26,0.0,0.0,0.0,1.0
Luuq,2018-03-12,1.0,1.0,0.0,0.0
Luuq,2018-03-19,1.0,0.0,0.0,0.0
Luuq,2018-03-26,1.0,0.0,0.0,0.0
Luuq,2018-07-16,0.0,0.0,0.0,3.0
Luuq,2018-07-23,1.0,0.0,0.0,0.0
Luuq,2018-09-17,1.0,0.0,0.0,0.0
Luuq,2018-11-19,0.0,1.0,1.0,0.0
Luuq,2018-12-03,1.0,0.0,0.0,1.0
Luuq,2018-12-17,0.0,2.0,1.0,0.0
Luuq,2018-12-31,0.0,0.0,0.0,1.0
Luuq,2019-01-28,0.0,0.0,0.0,1.0
Luuq,2019-05-20,0.0,0.0,0.0,1.0
Luuq,2019-07-22,0.0,1.0,0.0,0.0
Luuq,2019-07-29,1.0,0.0,0.0,0.0
Luuq,2020-01-27,0.0,1.0,0.0,1.0
Luuq,2020-03-30,0.0,2.0,0.0,0.0
Luuq,2020-04-06,1.0,0.0,0.0,0.0
Luuq,2020-04-13,1.0,0.0,0.0,1.0
Luuq,2020-06-08,1.0,0.0,0.0,0.0
Luuq,2020-06-15,0.0,1.0,1.0,1.0
Luuq,2020-08-03,2.0,0.0,0.0,1.0
Luuq,2020-11-02,0.0,1.0,0.0,0.0
Luuq,2020-12-21,0.0,0.0,0.0,1.0
Luuq,2021-01-04,2.0,0.0,0.0,0.0
Luuq,2021-01-18,0.0,1.0,0.0,0.0
Luuq,2021-01-25,0.0,0.0,0.0,1.0
Luuq,2021-02-01,2.0,0.0,0.0,0.0
Luuq,2021-02-08,1.0,0.0,0.0,0.0
Luuq,2021-03-01,0.0,0.0,0.0,1.0
Luuq,2021-03-08,1.0,0.0,0.0,0.0
Luuq,2021-03-22,0.0,0.0,0.0,1.0
Luuq,2021-04-19,1.0,0.0,0.0,0.0
Luuq,2021-04-26,1.0,0.0,0.0,0.0
Luuq,2021-07-05,1.0,0.0,0.0,0.0
Luuq,2021-08-09,1.0,0.0,0.0,0.0
Luuq,2021-09-20,0.0,2.0,0.0,0.0
Luuq,2022-04-25,0.0,0.0,0.0,1.0
Luuq,2022-05-02,0.0,1.0,0.0,0.0
Luuq,2022-05-09,1.0,3.0,0.0,0.0
Luuq,2022-05-30,1.0,0.0,0.0,0.0
Luuq,2022-06-13,1.0,0.0,0.0,0.0
